7630,1648
12677,669
12754,21
10012,412
4221,830
12651,199
12401,1277
4109,904
6323,32
3813,343
12150,550
8252,272
3890,737
12022,1037
4280,1774
10112,1648
9329,1145
1894,1325
1255,450
12044,1686
7618,396
7214,359
1255,1340
2247,796
5535,484
1877,1057
5366,1782
7012,450
3930,369
2154,451
794,628
2248,1695
9574,255
9771,535
6202,1382
755,944
3396,527
665,482
10893,919
8084,398
11212,984
6869,1530
13546,145
12568,687
5045,1009
4237,1391
8118,835
9268,1297
6455,424
9123,119
4962,1743
12760,1662
11120,1656
12908,849
1576,218
7859,744
1390,834
13233,1616
1363,324
10960,574
5370,646
9740,446
2793,1028
13353,160
9688,864
8494,1052
9688,1760
3179,1458
5622,50
12772,628
10656,289
9820,1099
11741,579
3522,930
755,1294
2270,1689
11407,850
4237,75
11930,23
7682,54
5305,140
12159,1333
4235,168
6934,743
5323,773
2312,400
4458,1712
4237,1393
11431,332
11406,582
13482,1106
1909,1053
1334,283
10439,782
11021,1743
8191,120
11454,527
6428,370
7700,828
8185,468
3620,1340
11863,121
4187,469
7825,1728
333,497
11900,471
5364,442
13450,1417
12322,555
8023,707
4704,487
10149,188
7398,150
13561,1020
4506,324
12124,76
853,96
9665,333
9501,1280
5936,590
7931,1154
2339,119
10684,238
2194,1348
8516,1644
7337,296
2747,1391
8944,312
2199,988
4785,1572
5671,336
3036,1055
5522,54
5427,64
12284,826
4898,215
4302,939
8427,1434
898,1288
10589,497
12668,1288
12425,337
2129,1023
2202,1444
6536,704
1064,994
1468,1630
10506,330
3563,1311
11732,1616
9358,288
4538,1361
11416,860
266,996
8290,694
1830,1672
10076,247
264,155
8610,34
10254,933
2407,759
8185,1416
13442,834
6440,30
2014,1784
2682,1016
342,864
5102,604
8024,930
11250,696
10991,1683
1089,106
4265,904
7835,1223
8135,1235
2186,523
12895,1518
6418,1193
7420,1386
11736,973
10817,1580
9609,520
11923,1443
10297,312
7428,855
12013,570
3118,233
13303,113
11923,547
9009,1073
10288,1732
10817,210
2517,456
942,912
5169,556
9215,198
12882,1308
950,790
5736,902
9418,1766
10847,1742
11196,875
1057,1028
3370,973
4468,556
3036,735
10357,217
9552,455
7004,1471
3113,187
8369,313
1146,1773
5976,1662
3356,1433
5639,178
8012,746
2172,392
5834,569
6120,398
8550,300
6821,44
476,616
13437,662
2446,984
7138,300
13416,1271
899,690
11990,900
8121,570
3620,1570
11357,1395
5699,161
10786,1770
9230,1030
9871,1590
3675,888
1152,806
6297,1384
1636,1767
1125,1433
7760,916
2753,871
9977,848
6965,441
737,1220
12992,1098
12901,412
871,1182
12085,1406
5546,960
4452,1748
7506,73
10898,1325
10288,836
932,1580
1018,1233
9688,926
2525,400
1252,1574
3364,1759
1510,608
4866,799
11990,890
6792,1672
4274,1432
6146,1300
11770,857
6316,634
7558,775
11411,647
5229,1466
8592,730
1202,1699
4936,211
10685,488
1489,770
3700,762
8964,1684
3269,1478
2749,594
302,1252
6480,1396
8020,960
7925,557
1074,198
1311,20
9142,62
2753,1767
6343,1700
10279,1336
5541,1094
8887,620
13225,622
4952,440
13037,1353
13183,380
13264,1434
5313,472
13136,87
5550,958
4951,455
6149,1697
7125,1070
1921,472
2248,95
3773,288
12930,1300
1276,62
11537,1253
10810,1462
135,583
9509,621
12165,1752
4039,848
6887,328
3813,791
6363,982
2757,1697
10750,1364
7563,206
7442,1030
8297,1126
6418,1493
5630,88
2162,522
2776,184
3821,966
3355,791
5409,734
966,513
12001,436
9533,594
5941,460
8985,1448
6138,855
9856,523
11780,842
12325,696
3731,8
8767,1465
11736,118
7458,177
8012,672
12419,1770
3539,1136
12925,1026
8328,1499
197,960
10900,271
264,515
8262,146
6459,451
4606,1073
5704,1744
8893,823
6724,219
9014,1282
11895,1111
2654,1346
10089,1380
432,723
13282,850
12509,90
11372,676
4237,399
5850,34
11665,798
2533,1449
10906,121
5921,831
11562,1713
12492,1542
653,720
10404,1122
9450,1743
7495,583
7596,1422
13063,1235
3446,828
11058,1124
4665,1323
1160,274
5381,1696
1506,694
2199,1698
2112,367
12959,679
1843,576
13203,288
11736,77
7558,1015
13145,887
4331,1024
1442,1714
5933,1295
3364,863
8025,696
4223,1528
832,1152
7723,566
910,1387
12993,404
6005,1070
7908,708
8053,898
6096,295
7216,1403
976,1253
6934,1271
722,1180
9122,1432
9524,1730
9820,1547
8589,1209
9440,722
5917,1392
1152,358
212,7
8480,444
1076,428
7732,1669
8121,262
7732,325
1300,398
9911,1457
932,684
9331,726
4997,1394
7449,1629
9879,236
9197,647
13007,605
4331,576
7398,598
718,1573
5784,474
8337,570
10847,1392
9442,565
2816,1098
13512,1634
4280,16
5471,716
12425,445
8561,254
6692,721
9044,190
4126,386
12849,1334
816,1222
8978,1348
1410,971
4983,1362
4534,995
12502,994
5222,960
105,968
8598,1056
5806,20
8938,382
6316,1156
8993,1515
6900,521
5360,457
10852,958
7452,1043
4628,1408
1185,1190
1908,1195
7479,1699
11752,1786
865,1166
4187,1321
7138,1196
553,710
5929,1694
10296,244
9881,132
3370,77
8122,707
124,1180
7616,1152
10357,1181
6604,1669
1754,1759
10685,1233
3808,1311
12688,818
7760,357
832,638
6654,1093
3214,1208
1468,1518
1124,410
8503,343
3805,497
8570,612
3805,397
5806,1337
10750,1322
209,759
9646,146
7012,108
4028,1610
946,1255
7397,282
9154,1633
8016,958
8082,115
9552,1335
9243,1450
11059,185
10506,564
3051,904
12112,941
4041,494
12683,47
3573,1113
3539,1102
1094,1143
11021,439
9138,1066
1232,958
13014,291
10540,317
12100,1570
2702,603
7974,678
6868,1106
559,1435
8250,220
1481,1630
5509,231
11989,717
6510,1784
3429,1388
318,538
12358,883
7165,718
7732,121
9427,555
12930,404
11968,129
6842,317
2209,395
5639,1298
8692,1555
10201,146
13164,325
12760,128
4626,1309
11092,828
2770,1206
9258,828
10191,1472
1191,1138
3805,1293
8136,62
8084,1392
1830,118
8450,1543
8028,339
7850,144
8767,325
4869,28
1786,388
3446,1724
3312,185
12199,88
7449,397
10451,1270
5553,1242
4369,983
5334,974
1547,800
5822,834
6456,1151
11153,1143
5988,266
6605,849
84,558
138,1224
2935,1419
4748,931
11159,1031
7618,498
3960,21
9275,1051
9808,1017
5278,790
5699,1405
4873,1053
357,682
13566,2
1407,326
79,958
8328,1577
3612,904
3305,1380
5155,244
7133,35
12901,173
9009,717
6732,1288
1489,1666
10045,847
8615,919
7324,1771
10261,835
6349,144
1368,815
4274,536
11463,274
2936,1378
1147,1084
8901,590
8531,1770
2407,451
686,1271
11989,1073
6725,359
13081,1160
2746,931
6748,917
4180,1087
2060,317
7292,208
10630,482
5784,1316
6574,1126
10615,692
1418,442
2194,442
8569,1264
1894,465
12677,225
12358,11
11621,258
9842,1165
7209,187
4453,493
12331,1591
6244,369
5550,832
5370,1144
899,1100
8978,442
4522,32
13203,606
9142,1728
607,231
1669,188
12028,618
3858,1698
333,1070
4033,1644
5217,458
12173,442
12848,1001
899,204
11029,1778
4331,766
3427,1157
6440,478
330,1684
4025,989
10810,1071
13416,631
12717,159
11065,1294
9530,991
5586,1633
735,1228
6182,760
3521,847
10139,231
7307,1571
1544,681
3219,479
4736,395
12442,1156
6789,1020
12901,385
9621,1098
2014,888
2996,328
9753,1486
9032,1695
355,200
2512,1714
9856,1715
9412,412
559,65
4679,844
10787,49
8024,860
2492,392
1553,1220
8012,1344
6495,1016
3375,1472
6672,226
13432,512
7378,646
5543,187
12311,1340
386,220
1247,260
1786,1402
6323,1758
9954,8
2202,548
8086,1238
124,732
8993,723
1141,576
102,1110
3539,688
10226,1176
8630,99
8136,6
946,1431
6124,849
10439,109
5217,1332
272,314
10040,1054
12622,1208
12215,1688
10684,656
12709,789
6212,554
9450,623
5936,2
3497,1249
3376,660
2209,1739
3966,1770
11233,356
12441,1433
13482,210
10906,773
7722,828
12578,275
4154,1756
13271,1580
11975,1250
10704,1644
4893,398
12616,342
6400,738
11645,1766
2354,948
3817,1458
2754,1076
8121,324
2501,1681
6427,246
1232,160
4778,301
13107,414
7908,1082
10570,510
3209,957
13134,1619
7596,424
8561,640
7337,1046
12466,1182
10813,871
3705,33
11562,1197
5095,913
5721,1529
4706,804
1504,1000
6672,1564
6878,1550
9609,1270
5844,288
2186,1419
6894,668
9275,155
6791,213
2089,1502
302,1434
5712,1767
8872,1014
6654,1593
8388,21
4026,1615
2816,692
9871,918
5268,916
2201,1238
6129,1616
2702,1499
2312,494
11930,1767
7417,317
2180,1684
6905,536
12375,1138
9533,1490
2162,1418
11005,1184
6982,1045
8382,1697
7364,710
1997,1338
3992,1535
8570,954
9440,274
9191,1347
3375,318
5206,1786
7630,892
8480,1340
9753,590
11109,667
1416,1016
11900,1319
13416,1607
6653,662
6940,170
1567,394
7558,1671
6580,991
8092,898
10402,1144
11411,1319
10642,1318
4984,118
13264,948
12255,1164
11323,986
4237,623
13558,1224
1735,1434
1282,1722
10071,1126
4148,870
9787,1655
6400,1634
5016,300
2532,295
6770,1352
1125,357
2579,1283
12660,1389
11845,1532
633,1249
10954,507
8061,482
8250,892
10359,479
11463,620
433,1646
10674,1501
10572,787
129,680
5731,998
7178,1564
5051,1532
10684,1134
2068,196
2050,355
1018,557
9993,1113
4475,385
6343,90
7546,1756
898,502
1412,534
9758,1221
4169,1784
9498,1504
3429,402
8135,339
8053,1340
8943,1500
4041,1296
5515,1262
4336,806
11741,1211
7292,462
5793,1438
357,660
4869,1762
9119,275
9348,1545
4331,118
6440,926
1234,1489
12848,105
8177,452
9122,1254
177,849
4116,623
9636,1421
1416,886
4235,1624
4936,1425
3521,719
1074,1368
5019,1210
784,1750
4704,1583
5522,1736
11876,303
6934,519
13353,1056
4534,95
8480,450
13566,1788
3033,1046
8813,34
5469,1754
12810,794
3185,348
7596,526
9871,200
3095,908
13233,174
9345,1278
9621,692
3573,34
11829,445
4028,579
6934,183
5977,1741
5445,1158
12441,537
12100,898
3269,1656
9457,886
6306,1512
1674,469
2545,7
11250,758
8943,290
4148,472
6799,878
498,513
4331,1438
8121,1220
4538,429
11743,500
9621,202
7449,161
6746,1602
735,556
6655,1672
7959,956
657,52
4953,1592
3882,651
12789,720
2683,1198
6605,1521
9380,42
7834,1314
10306,1140
4002,20
10847,48
540,495
7218,448
6774,1014
3376,1556
5158,1154
9215,1094
7773,1438
6585,1408
3826,1344
4583,1698
3287,790
7501,1185
5806,453
7133,1755
574,692
10210,581
1302,342
5844,1130
11953,1452
1868,1098
5158,1532
686,935
9958,796
7079,684
1669,258
13504,438
5893,1392
9291,857
12606,1404
3218,513
5936,1486
2612,1507
6138,1708
10201,636
8250,1570
7337,1080
2996,1406
13483,1198
8012,1342
10096,261
2757,93
13524,1503
363,1184
13107,1310
7572,1633
11250,1032
13038,707
5101,1585
12848,1685
4550,885
12668,54
8464,1500
5155,1658
12331,1095
10834,1390
2182,480
11770,1305
1613,892
4282,23
1111,1232
3746,1099
9138,52
665,173
4962,735
85,1604
9537,1473
8095,874
4449,1210
12441,1253
13302,739
9264,1299
11736,454
9531,623
8983,92
7004,575
3364,927
13487,62
10932,1766
1823,566
2267,744
6655,118
7244,1041
10448,440
11797,507
4088,81
6169,276
6365,1414
7836,732
4466,1480
4970,1633
7637,768
948,997
5843,328
6922,1573
6781,697
2162,1268
7348,414
12110,34
4221,960
3332,317
1948,136
12599,1522
929,752
4837,636
5102,1186
11276,1592
2424,1501
1210,805
1152,1432
5444,523
5524,789
1716,21
12880,375
11508,844
4035,623
9538,1610
4187,1028
737,1018
11761,537
2060,1661
11886,122
10012,1308
7850,1646
10451,520
8784,526
413,1359
13482,1454
5989,1764
8082,1675
3746,691
58,465
4628,1278
10533,520
1912,76
9787,135
1152,1058
12952,1494
12154,310
10597,103
5553,794
4782,844
8570,1060
8328,213
636,763
9311,1192
2414,677
2027,1466
13504,1648
4208,606
7802,109
10089,484
4466,646
12124,1714
10300,1055
6644,789
12423,492
11290,324
7209,707
2545,623
10674,605
3685,762
1921,1766
4516,298
13302,1051
1769,507
4060,299
9902,1109
7732,1017
13063,555
8013,794
890,423
6005,720
138,566
3255,1143
5658,1082
8427,1667
12557,346
150,375
2058,946
4785,218
11275,18
9329,399
12190,440
12255,268
10677,189
600,750
9969,546
1236,736
3427,261
7125,720
4358,157
6348,224
1477,588
4002,1546
3312,1605
4538,1549
1846,659
11129,1057
2960,1787
2754,714
2770,1480
4670,345
13487,1728
9934,1183
3214,806
13212,300
1058,882
7596,1320
12252,804
10508,1521
4415,1182
3495,454
13337,1352
6202,968
1110,1695
2182,414
4139,787
2960,3
9098,1004
12311,556
4962,47
4951,439
10849,384
11454,367
1147,706
12906,776
13233,497
13353,734
10920,328
3454,142
11378,580
11372,900
4930,52
13153,1432
84,110
2996,1462
13302,1635
857,1685
8348,412
11654,322
6652,1532
9427,1235
7931,860
12695,286
11910,598
687,546
7449,1281
13224,926
8894,1395
8550,34
11463,1516
2936,482
8025,1094
5994,381
9093,159
7870,48
7050,100
7086,842
967,716
7778,346
12098,1504
12606,1628
12232,507
7860,388
10750,1221
5469,186
11488,1359
2407,443
7674,87
2296,1591
9636,1265
11845,258
12953,1172
9564,244
944,312
12831,556
6982,745
357,408
11968,1661
2330,42
11091,1599
6339,647
12917,624
6542,1656
4694,1014
2783,1114
12159,905
2702,1386
644,530
13524,287
5101,689
5616,187
4412,177
1208,1211
4324,1644
11720,659
9258,962
8200,886
4577,518
8972,286
12810,1690
13482,336
944,582
1799,848
11108,236
1506,1366
10991,107
886,482
3188,187
3877,966
1786,58
1422,1770
5505,412
3339,1321
8465,205
8614,158
12358,907
3450,765
5843,1462
9380,938
1674,1321
5578,801
1448,816
9412,482
12203,1220
85,186
12332,1197
7358,1140
12055,1012
8086,790
10238,1200
6770,438
7572,513
9054,457
5304,1468
5721,261
2597,588
11886,1018
5471,1164
12831,338
3539,654
2330,1748
2109,1191
11487,244
2722,1239
1554,163
3495,790
2796,24
6005,1574
4679,50
9100,1206
13081,264
5102,738
777,1126
12993,1386
9433,1423
7449,1393
4714,1316
7908,1380
8465,241
2215,1628
3495,1560
756,1690
944,1478
3504,954
1846,1241
4324,146
2446,1702
3882,243
9329,645
85,1530
2757,653
11318,114
3305,1731
910,403
7716,684
13081,1078
6878,240
11790,216
2742,1672
4693,606
2000,1740
326,191
6908,610
4573,1739
11886,156
1511,116
4036,991
11516,803
10893,1352
6906,1252
8013,1690
13368,745
4607,598
628,1629
11885,689
8788,1489
6777,770
12760,576
10556,1680
6912,197
12755,51
9258,66
5936,1200
3655,561
7716,34
9363,395
11989,818
9013,1144
10530,1587
4412,717
9096,494
121,984
2312,848
4093,1071
9856,75
1544,1387
198,1641
12297,609
12787,1195
3305,59
12133,964
3723,682
10809,1437
6554,1340
2649,352
8066,602
12311,444
5471,626
12441,245
11037,1267
9314,1197
7045,1739
284,44
1664,76
1815,1448
4057,621
929,1038
9032,351
1333,70
7138,1266
4165,1291
9650,633
430,1703
7292,1328
10314,1405
5215,948
198,149
5921,1503
8012,222
9044,1600
13408,1681
8966,525
10279,664
3252,385
11365,776
8494,1634
6117,273
1125,1253
11153,647
11058,666
13385,1505
7329,648
5774,487
1776,1350
1308,1788
12425,1453
5419,1444
779,595
3572,986
4736,1395
2188,1476
13481,1418
5187,1731
7348,1376
3412,77
9014,386
4428,1066
7694,1275
3805,1393
8097,1633
10226,1510
4522,704
13042,1157
12133,1438
8020,3
1796,933
7722,962
11306,862
9051,744
9538,180
12695,1687
1089,1002
5977,49
13472,1102
11109,522
10917,352
13248,678
1997,442
8993,619
4291,603
9326,1570
8788,301
10236,105
5012,256
573,1722
972,1460
9138,1290
2719,496
3655,1008
8860,986
1554,835
3705,1757
4203,499
11922,728
9486,67
12925,764
4544,396
10615,1588
5410,1445
11037,1419
12917,1166
5427,655
12701,624
6455,470
1576,1114
1884,215
5591,652
5086,444
6149,989
13364,151
3710,1419
4252,1489
8016,832
12578,1171
6679,1224
4026,328
2595,21
11870,2
12165,1416
6908,1180
2935,523
1456,34
7506,969
7908,1604
972,1674
8868,341
5546,830
7417,801
633,1661
13183,290
12695,791
4703,178
5410,345
134,1726
1247,1530
1474,1110
12098,1182
5086,1458
7845,1081
12338,336
6361,903
6842,1473
10210,1433
636,539
3916,1529
11074,26
1514,468
4896,1000
5304,1218
3228,1308
6348,448
9946,1340
2617,1515
2501,109
5724,98
6644,105
172,328
10677,1601
5513,450
12165,1270
1190,1126
7390,1183
6842,1115
10144,1490
6209,1722
12717,1631
7835,1463
11996,1325
12678,1261
12319,1754
10530,1547
12211,655
1979,808
9151,1056
12849,662
1894,1361
5849,667
10817,1490
5927,1753
6878,1136
382,290
7458,269
7630,898
427,1328
2034,1755
2034,35
3539,206
3944,1075
4632,34
1407,792
3454,1648
62,1486
4996,58
628,1181
6799,1774
12772,1524
10893,871
8729,1154
2182,1310
459,414
3779,135
8053,1346
12823,1014
5696,1742
12952,296
686,39
13211,694
10071,1560
9563,1629
7418,271
7682,1736
1548,1752
2882,60
11488,431
2682,102
8972,1056
8894,843
11942,1420
7930,93
7674,695
2508,228
6934,1415
7674,1703
8896,121
10471,1778
1125,1321
5553,996
10941,220
4080,1386
12787,1491
10314,385
1363,772
717,662
13263,1768
12706,270
3214,984
8177,1338
5086,556
9856,1267
12680,482
3612,1334
7895,1454
5977,845
7421,989
7727,765
91,1136
8506,482
1412,584
6584,1641
1769,51
11609,1603
10817,1106
430,87
11653,1468
9098,1044
11583,1669
3594,295
3118,1126
12425,449
10148,31
5381,874
9215,1592
12506,1163
10773,1028
5108,469
1769,947
8377,326
7884,1504
4274,1254
6005,216
998,1485
3700,1210
3088,538
10144,1196
5206,916
197,830
11454,1263
4235,614
2255,9
9054,997
10790,184
2861,1577
2413,87
2512,818
966,1409
13438,1093
1785,1264
2715,102
10750,1465
138,385
1416,1782
7102,1476
6911,1014
10682,1444
9512,734
12144,874
10838,272
8598,160
12431,9
5304,748
4148,920
2574,512
4936,997
7308,185
4033,1250
747,339
11922,1062
9577,1658
13354,7
7949,381
1064,98
9241,1571
9842,625
12922,1307
1407,1016
565,1640
13224,864
7836,1058
7992,11
4512,457
7930,1697
7908,410
10236,1685
1506,1590
2201,118
3494,1670
12107,437
6654,197
7178,668
4475,509
8862,207
4323,1450
8872,118
13212,1490
10261,387
6035,555
1936,1702
5881,140
2209,51
6653,1407
4977,1209
9512,160
1135,1129
6644,1238
12805,637
871,999
13437,680
5389,890
4936,549
12706,1166
10796,1480
5736,6
2961,824
5725,1252
7590,318
2882,656
11196,157
1786,836
3144,368
9051,1046
2270,1353
3396,1199
12732,498
8972,734
10323,240
9191,890
10884,102
284,355
9285,785
5794,619
9452,1157
5066,1097
10770,160
3612,1352
9243,564
7662,972
10893,23
7531,1683
6679,566
1047,1473
1735,356
4428,1738
12651,247
5636,1361
8086,1000
7835,214
12859,144
7354,1236
7514,213
12159,1353
2924,1082
3426,313
12322,1451
9444,289
6732,728
6375,808
3893,637
7722,1502
540,1363
